membre_id,lead_id,date_adhesion,proprietaire_origine,age,genre,commune,source_acquisition,statut_membre,date_dernier_passage,frequence_hebdo,utilisation_coaching,score_risque_churn
MEM-00481,,2024-06-04,USR-02,46,H,Le Chesnay-Rocquencourt,recommandation,actif,2026-06-20,2.3,faux,47
MEM-00482,,2021-02-04,USR-01,31,H,Buc,google_ads,actif,2026-06-20,1.1,faux,68
MEM-00483,,2023-05-16,USR-02,30,F,Versailles,recommandation,actif,2026-06-20,1.7,faux,57
MEM-00484,,2021-03-21,USR-02,33,H,Le Chesnay-Rocquencourt,recommandation,actif,2026-06-18,1.5,faux,58
MEM-00485,,2022-05-28,USR-02,42,H,Versailles,recommandation,actif,2026-06-17,1.1,faux,67
MEM-00486,,2026-01-21,USR-02,53,F,Versailles,instagram,actif,2026-06-20,1.4,faux,66
MEM-00487,,2024-11-15,USR-02,44,H,Versailles,site_web,actif,2026-06-16,1.5,faux,53
MEM-00488,,2024-07-25,USR-02,56,F,Versailles,recommandation,actif,2026-06-20,2.4,faux,44
MEM-00489,,2024-06-22,USR-02,57,H,Versailles,google_ads,actif,2026-06-20,2.4,vrai,37
MEM-00490,,2025-07-19,USR-01,54,F,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-19,2.2,faux,44
MEM-00491,,2024-04-02,USR-02,29,F,Viroflay,site_web,actif,2026-06-21,2.1,faux,46
MEM-00492,,2021-01-10,USR-02,58,H,Buc,instagram,actif,2026-06-21,3.0,faux,33
MEM-00493,,2021-05-12,USR-01,48,H,Versailles,google_ads,actif,2026-06-21,1.5,faux,59
MEM-00494,,2021-05-26,USR-01,32,F,Jouy-en-Josas,google_ads,actif,2026-06-21,2.8,faux,36
MEM-00495,,2021-12-29,USR-02,56,F,Le Chesnay-Rocquencourt,recommandation,actif,2026-06-18,2.9,faux,37
MEM-00496,,2025-04-18,USR-02,59,H,Versailles,google_ads,actif,2026-05-14,0.0,faux,100
MEM-00497,,2026-02-25,USR-02,43,F,Viroflay,instagram,actif,2026-06-17,1.9,faux,50
MEM-00498,,2022-09-13,USR-02,57,F,Versailles,instagram,actif,2026-06-18,0.3,faux,71
MEM-00499,,2024-02-08,USR-01,56,F,Versailles,recommandation,actif,2026-06-20,2.7,vrai,47
MEM-00500,,2025-04-22,USR-01,25,F,Versailles,instagram,actif,2026-04-21,0.0,faux,100
MEM-00501,,2022-12-07,USR-01,43,F,Viroflay,instagram,actif,2026-04-02,0.0,faux,100
MEM-00502,,2024-06-05,USR-01,29,H,Versailles,google_ads,actif,2026-05-20,0.0,faux,100
MEM-00503,,2025-01-03,USR-02,32,H,Viroflay,recommandation,actif,2026-06-20,4.4,faux,22
MEM-00504,,2021-09-02,USR-02,26,H,Viroflay,instagram,actif,2026-06-19,3.2,vrai,37
MEM-00505,,2021-02-20,USR-02,36,F,Versailles,instagram,actif,2026-06-19,4.6,vrai,18
MEM-00506,,2022-05-10,USR-01,58,F,Versailles,instagram,actif,2026-06-21,1.6,vrai,62
MEM-00507,,2023-09-02,USR-02,40,F,Vélizy-Villacoublay,recommandation,actif,2026-03-10,0.0,vrai,100
MEM-00508,,2021-05-07,USR-01,41,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-21,3.5,faux,30
MEM-00509,,2022-03-29,USR-02,59,H,Le Chesnay-Rocquencourt,recommandation,actif,2026-06-21,3.8,vrai,28
MEM-00510,,2025-06-03,USR-02,58,H,Vélizy-Villacoublay,recommandation,actif,2026-04-24,0.0,faux,100
MEM-00511,,2025-10-17,USR-02,22,F,Versailles,instagram,actif,2026-06-21,2.9,faux,42
MEM-00512,,2022-08-07,USR-02,31,F,Le Chesnay-Rocquencourt,google_ads,actif,2026-04-02,0.0,faux,100
MEM-00513,,2021-08-29,USR-02,51,H,Le Chesnay-Rocquencourt,instagram,actif,2026-02-24,0.0,faux,100
MEM-00514,,2022-08-11,USR-01,32,H,Versailles,recommandation,actif,2026-06-20,0.3,faux,77
MEM-00515,,2022-08-04,USR-02,29,F,Jouy-en-Josas,recommandation,actif,2026-03-02,0.0,faux,100
MEM-00516,,2025-07-22,USR-02,38,H,Viroflay,site_web,actif,2026-05-08,0.0,faux,100
MEM-00517,,2025-06-10,USR-02,37,H,Versailles,instagram,actif,2026-06-19,4.3,faux,19
MEM-00518,,2022-05-04,USR-02,26,F,Versailles,instagram,actif,2026-06-07,1.1,faux,79
MEM-00519,,2023-02-12,USR-02,53,F,Versailles,site_web,actif,2026-06-17,2.5,faux,37
MEM-00520,,2023-02-27,USR-02,39,H,Viroflay,instagram,actif,2026-06-21,3.0,vrai,39
MEM-00521,,2024-07-14,USR-02,41,F,Versailles,google_ads,actif,2026-06-21,3.9,faux,14
MEM-00522,,2024-12-08,USR-02,31,F,Versailles,google_ads,actif,2026-04-14,0.0,faux,100
MEM-00523,,2022-09-22,USR-02,44,F,Versailles,instagram,actif,2026-06-21,1.9,faux,44
MEM-00524,,2024-06-27,USR-02,47,H,Versailles,instagram,actif,2026-06-21,2.1,faux,46
MEM-00525,,2024-09-01,USR-02,60,F,Vélizy-Villacoublay,google_ads,actif,2026-06-19,3.3,vrai,36
MEM-00526,,2022-11-19,USR-02,27,H,Vélizy-Villacoublay,instagram,actif,2026-06-17,1.0,faux,64
MEM-00527,,2025-02-20,USR-02,20,H,Versailles,google_ads,actif,2026-06-13,1.2,faux,61
MEM-00528,,2024-01-25,USR-01,54,F,Versailles,instagram,actif,2026-06-21,3.1,faux,38
MEM-00529,,2024-07-08,USR-02,58,H,Viroflay,google_ads,actif,2026-06-20,1.9,faux,51
MEM-00530,,2023-11-05,USR-02,38,F,Versailles,recommandation,actif,2026-05-17,0.0,faux,95
MEM-00531,,2025-12-21,USR-02,49,H,Versailles,google_ads,actif,2026-06-17,3.1,vrai,34
MEM-00532,,2024-07-01,USR-02,23,F,Versailles,recommandation,actif,2026-06-21,2.4,vrai,40
MEM-00533,,2023-12-12,USR-02,46,F,Versailles,google_ads,actif,2026-06-21,2.7,faux,46
MEM-00534,,2021-07-11,USR-01,40,F,Le Chesnay-Rocquencourt,site_web,actif,2026-06-21,1.9,faux,51
MEM-00535,,2024-11-20,USR-02,36,H,Viroflay,site_web,actif,2026-03-08,0.0,faux,100
MEM-00536,,2022-06-30,USR-02,44,F,Versailles,google_ads,actif,2026-06-21,3.2,faux,25
MEM-00537,,2025-12-07,USR-02,34,F,Versailles,google_ads,actif,2026-06-21,2.2,faux,50
MEM-00538,,2024-06-12,USR-02,37,F,Versailles,google_ads,actif,2026-06-13,0.3,faux,88
MEM-00539,,2021-02-12,USR-02,47,F,Vélizy-Villacoublay,instagram,actif,2026-06-18,3.1,faux,41
MEM-00540,,2023-02-26,USR-02,45,H,Saint-Cyr-l'École,instagram,actif,2026-06-21,2.6,faux,45
MEM-00541,,2021-02-03,USR-02,42,F,Versailles,instagram,actif,2026-06-21,3.8,faux,28
MEM-00542,,2024-09-06,USR-01,33,H,Versailles,recommandation,actif,2026-06-19,2.8,vrai,46
MEM-00543,,2024-03-07,USR-02,50,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-20,4.6,faux,11
MEM-00544,,2025-10-02,USR-02,49,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-12,0.7,faux,72
MEM-00545,,2022-04-08,USR-01,47,F,Versailles,instagram,actif,2026-06-21,2.5,faux,42
MEM-00546,,2026-04-26,USR-02,19,H,Saint-Cyr-l'École,google_ads,actif,2026-03-20,0.0,faux,100
MEM-00547,,2025-01-19,USR-02,36,H,Versailles,site_web,actif,2026-06-20,3.7,faux,32
MEM-00548,,2022-03-18,USR-02,45,F,Viroflay,site_web,actif,2026-06-14,2.7,faux,51
MEM-00549,,2022-06-12,USR-02,53,F,Versailles,instagram,actif,2026-06-21,1.6,faux,51
MEM-00550,,2021-05-24,USR-02,34,H,Le Chesnay-Rocquencourt,google_ads,actif,2026-05-16,0.0,faux,100
MEM-00551,,2025-11-17,USR-02,37,H,Viroflay,google_ads,actif,2026-06-21,2.3,faux,43
MEM-00552,,2022-09-23,USR-02,29,H,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-17,1.5,faux,66
MEM-00553,,2026-04-20,USR-02,28,H,Le Chesnay-Rocquencourt,instagram,actif,2026-03-01,0.0,faux,100
MEM-00554,,2023-10-23,USR-02,31,F,Saint-Cyr-l'École,google_ads,actif,2026-06-21,1.6,vrai,64
MEM-00555,,2023-02-20,USR-02,55,F,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-19,2.6,faux,44
MEM-00556,,2025-10-19,USR-02,37,H,Versailles,google_ads,actif,2026-06-21,2.3,faux,44
MEM-00557,,2026-01-17,USR-01,22,H,Jouy-en-Josas,instagram,actif,2026-06-21,3.2,faux,35
MEM-00558,,2024-10-10,USR-01,60,H,Versailles,google_ads,actif,2026-06-20,1.3,vrai,56
MEM-00559,,2025-04-03,USR-01,60,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-21,3.2,vrai,28
MEM-00560,,2025-06-06,USR-02,24,H,Versailles,instagram,actif,2026-06-21,2.0,faux,45
MEM-00561,,2025-02-21,USR-02,37,H,Saint-Cyr-l'École,recommandation,actif,2026-06-20,2.5,faux,51
MEM-00562,,2024-07-02,USR-02,43,H,Jouy-en-Josas,google_ads,actif,2026-06-20,2.0,faux,45
MEM-00563,,2026-04-08,USR-01,51,F,Versailles,instagram,actif,2026-06-19,1.5,vrai,58
MEM-00564,,2021-08-25,USR-01,38,F,Viroflay,instagram,actif,2026-06-19,3.3,vrai,33
MEM-00565,,2025-05-23,USR-02,23,F,Versailles,instagram,actif,2026-04-03,0.0,faux,100
MEM-00566,,2024-03-29,USR-02,20,H,Versailles,google_ads,actif,2026-06-20,3.6,faux,31
MEM-00567,,2023-02-02,USR-02,20,H,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-19,2.2,faux,48
MEM-00568,,2023-04-30,USR-02,40,H,Versailles,instagram,actif,2026-06-21,1.5,faux,63
MEM-00569,,2022-05-24,USR-02,43,H,Saint-Cyr-l'École,recommandation,actif,2026-06-21,2.5,faux,36
MEM-00570,,2024-08-27,USR-02,22,H,Jouy-en-Josas,google_ads,actif,2026-06-19,1.0,faux,72
MEM-00571,,2026-03-03,USR-02,56,H,Versailles,recommandation,actif,2026-06-18,2.7,faux,39
MEM-00572,,2023-08-11,USR-02,21,H,Viroflay,site_web,actif,2026-06-17,0.7,faux,73
MEM-00573,,2022-12-31,USR-02,50,H,Viroflay,site_web,actif,2026-06-21,3.0,faux,27
MEM-00574,,2025-09-03,USR-02,58,H,Versailles,google_ads,actif,2026-06-06,0.8,faux,73
MEM-00575,,2025-08-23,USR-02,35,H,Versailles,google_ads,actif,2026-06-20,3.6,faux,25
MEM-00576,,2021-11-09,USR-02,31,F,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-18,1.9,faux,47
MEM-00577,,2024-03-05,USR-01,48,H,Saint-Cyr-l'École,instagram,actif,2026-06-12,0.4,faux,83
MEM-00578,,2023-09-01,USR-02,24,F,Versailles,google_ads,actif,2026-06-21,3.3,faux,23
MEM-00579,,2024-06-19,USR-02,29,F,Viroflay,google_ads,actif,2026-06-21,1.9,vrai,57
MEM-00580,,2023-07-20,USR-02,57,H,Viroflay,google_ads,actif,2026-03-21,0.0,faux,100
MEM-00581,,2024-03-25,USR-01,22,F,Viroflay,instagram,actif,2026-04-17,0.0,faux,100
MEM-00582,,2025-10-03,USR-02,39,F,Vélizy-Villacoublay,google_ads,actif,2026-06-21,3.2,faux,39
MEM-00583,,2021-08-09,USR-01,54,F,Viroflay,recommandation,actif,2026-06-17,1.5,faux,60
MEM-00584,,2022-10-28,USR-01,25,F,Buc,instagram,actif,2026-06-21,3.4,faux,24
MEM-00585,,2024-01-23,USR-02,25,F,Versailles,google_ads,actif,2026-03-04,0.0,faux,100
MEM-00586,,2021-11-23,USR-02,48,F,Buc,site_web,actif,2026-06-13,1.3,faux,61
MEM-00587,,2022-10-30,USR-01,30,F,Versailles,recommandation,actif,2026-06-20,1.9,vrai,53
MEM-00588,,2022-10-08,USR-02,33,H,Saint-Cyr-l'École,instagram,actif,2026-06-21,3.1,faux,35
MEM-00589,,2025-07-16,USR-01,50,F,Versailles,google_ads,actif,2026-06-16,2.7,vrai,45
MEM-00590,,2024-12-12,USR-02,21,H,Versailles,instagram,actif,2026-06-21,2.5,faux,44
MEM-00591,,2023-05-17,USR-02,57,F,Versailles,instagram,actif,2026-06-20,3.6,faux,30
MEM-00592,,2024-10-28,USR-01,31,F,Viroflay,google_ads,actif,2026-06-18,1.6,vrai,56
MEM-00593,,2022-01-02,USR-02,22,F,Le Chesnay-Rocquencourt,recommandation,actif,2026-06-21,1.7,faux,57
MEM-00594,,2022-10-31,USR-02,30,F,Buc,instagram,actif,2026-06-20,2.8,faux,31
MEM-00595,,2021-06-19,USR-02,54,F,Buc,recommandation,actif,2026-06-19,2.2,faux,50
MEM-00596,,2021-06-12,USR-02,24,H,Versailles,instagram,actif,2026-06-20,2.2,faux,46
MEM-00597,,2024-01-03,USR-02,51,H,Versailles,site_web,actif,2026-06-20,2.8,faux,34
MEM-00598,,2024-05-04,USR-02,47,F,Le Chesnay-Rocquencourt,instagram,actif,2026-06-19,0.6,vrai,75
MEM-00599,,2023-05-14,USR-02,27,H,Vélizy-Villacoublay,recommandation,actif,2026-05-05,0.0,faux,100
MEM-00600,,2023-10-07,USR-02,42,H,Versailles,instagram,actif,2026-06-17,0.9,faux,67
MEM-00601,,2021-02-21,USR-02,52,H,Vélizy-Villacoublay,site_web,actif,2026-06-20,2.8,vrai,38
MEM-00602,,2021-07-25,USR-02,49,F,Versailles,site_web,actif,2026-06-17,2.1,faux,51
MEM-00603,,2025-07-25,USR-01,22,F,Saint-Cyr-l'École,recommandation,actif,2026-06-21,1.9,faux,51
MEM-00604,,2026-02-22,USR-02,37,H,Le Chesnay-Rocquencourt,instagram,actif,2026-05-10,0.0,faux,98
MEM-00605,,2025-10-01,USR-02,40,H,Versailles,google_ads,actif,2026-06-20,2.6,faux,39
MEM-00606,,2026-01-22,USR-02,42,F,Viroflay,google_ads,actif,2026-06-21,2.0,faux,51
MEM-00607,,2023-03-24,USR-01,47,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-21,0.3,faux,83
MEM-00608,,2021-08-27,USR-01,41,H,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-13,1.1,faux,73
MEM-00609,,2025-05-31,USR-02,36,F,Versailles,instagram,actif,2026-06-18,1.5,vrai,63
MEM-00610,,2023-03-06,USR-02,37,F,Viroflay,recommandation,actif,2026-06-20,1.6,faux,51
MEM-00611,,2021-05-26,USR-02,27,F,Versailles,instagram,actif,2026-06-20,3.2,faux,30
MEM-00612,,2025-05-28,USR-02,24,F,Versailles,instagram,actif,2026-06-06,0.3,faux,86
MEM-00613,,2022-07-18,USR-02,22,H,Versailles,site_web,actif,2026-06-21,3.7,faux,22
MEM-00614,,2025-06-18,USR-02,29,F,Versailles,instagram,actif,2026-06-20,1.4,vrai,62
MEM-00615,,2022-10-23,USR-02,57,H,Versailles,instagram,actif,2026-04-26,0.0,faux,100
MEM-00616,,2025-12-08,USR-02,49,H,Le Chesnay-Rocquencourt,site_web,actif,2026-06-18,2.1,faux,47
MEM-00617,,2021-03-08,USR-02,20,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-21,2.7,faux,47
MEM-00618,,2026-05-04,USR-02,60,F,Versailles,instagram,actif,2026-04-27,0.0,vrai,100
MEM-00619,,2023-04-29,USR-01,23,H,Versailles,instagram,actif,2026-06-17,1.6,faux,52
MEM-00620,,2025-11-22,USR-01,28,F,Vélizy-Villacoublay,instagram,actif,2026-06-20,0.3,faux,74
MEM-00621,,2021-02-20,USR-01,20,H,Jouy-en-Josas,site_web,actif,2026-06-18,2.5,faux,49
MEM-00622,,2025-10-29,USR-02,26,F,Saint-Cyr-l'École,google_ads,actif,2026-06-18,3.1,faux,36
MEM-00623,,2021-07-28,USR-02,35,F,Versailles,instagram,actif,2026-06-21,3.9,faux,28
MEM-00624,,2025-08-19,USR-02,44,H,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-20,2.6,faux,44
MEM-00625,,2024-01-31,USR-02,54,F,Viroflay,instagram,actif,2026-06-20,3.2,faux,39
MEM-00626,,2025-05-01,USR-01,33,H,Saint-Cyr-l'École,recommandation,actif,2026-06-17,2.2,faux,49
MEM-00627,,2026-03-17,USR-02,50,F,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-17,1.8,faux,51
MEM-00628,,2021-10-14,USR-02,57,F,Buc,google_ads,actif,2026-06-21,2.4,faux,48
MEM-00629,,2025-05-27,USR-02,50,F,Versailles,recommandation,actif,2026-03-31,0.0,faux,100
MEM-00630,,2021-09-13,USR-02,46,F,Le Chesnay-Rocquencourt,instagram,actif,2026-06-20,1.5,faux,62
MEM-00631,,2025-02-05,USR-02,24,H,Versailles,instagram,actif,2026-06-16,1.4,faux,58
MEM-00632,,2024-04-09,USR-02,57,H,Versailles,google_ads,actif,2026-06-20,4.5,faux,17
MEM-00633,,2021-06-01,USR-02,44,H,Versailles,google_ads,actif,2026-06-14,1.0,faux,72
MEM-00634,,2025-05-27,USR-02,28,F,Versailles,instagram,actif,2026-06-17,2.7,vrai,44
MEM-00635,,2022-10-25,USR-01,49,H,Viroflay,google_ads,actif,2026-06-20,3.1,faux,27
MEM-00636,,2026-01-17,USR-02,57,F,Versailles,google_ads,actif,2026-06-20,1.8,faux,50
MEM-00637,,2021-02-11,USR-02,34,H,Versailles,instagram,actif,2026-06-20,1.7,vrai,55
MEM-00638,,2021-10-27,USR-01,28,F,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-18,3.1,faux,27
MEM-00639,,2024-02-23,USR-02,37,H,Saint-Cyr-l'École,google_ads,actif,2026-06-21,3.0,faux,43
MEM-00640,,2024-06-30,USR-01,23,F,Viroflay,google_ads,actif,2026-06-09,0.5,faux,80
MEM-00641,,2021-02-10,USR-02,60,F,Saint-Cyr-l'École,instagram,actif,2026-06-19,2.6,faux,40
MEM-00642,,2026-02-15,USR-02,23,H,Versailles,google_ads,actif,2026-05-03,0.0,faux,100
MEM-00643,,2024-07-25,USR-02,27,F,Versailles,recommandation,actif,2026-06-21,1.0,faux,65
MEM-00644,,2026-01-03,USR-02,30,H,Versailles,instagram,actif,2026-06-21,3.9,faux,22
MEM-00645,,2021-04-11,USR-02,31,H,Jouy-en-Josas,recommandation,actif,2026-06-19,3.0,faux,38
MEM-00646,,2022-04-10,USR-02,54,F,Versailles,instagram,actif,2026-06-20,3.1,faux,40
MEM-00647,,2026-05-14,USR-02,59,F,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-20,1.4,faux,65
MEM-00648,,2025-05-23,USR-02,23,H,Buc,recommandation,actif,2026-06-21,2.9,faux,33
MEM-00649,,2021-01-02,USR-02,52,H,Versailles,instagram,actif,2026-06-19,1.6,faux,55
MEM-00650,,2023-10-17,USR-02,20,H,Versailles,instagram,actif,2026-06-20,2.8,faux,39
MEM-00651,,2024-12-27,USR-02,33,H,Viroflay,instagram,actif,2026-04-08,0.0,faux,100
MEM-00652,,2021-06-05,USR-02,59,F,Versailles,instagram,actif,2026-06-17,3.4,faux,30
MEM-00653,,2022-03-02,USR-02,49,F,Versailles,google_ads,actif,2026-06-20,2.4,faux,49
MEM-00654,,2023-05-02,USR-02,32,H,Buc,google_ads,actif,2026-06-21,2.4,vrai,38
MEM-00655,,2025-08-26,USR-01,35,H,Versailles,google_ads,actif,2026-06-20,1.6,faux,49
MEM-00656,,2024-09-24,USR-02,46,H,Buc,instagram,actif,2026-06-16,0.3,vrai,80
MEM-00657,,2022-02-12,USR-02,34,H,Vélizy-Villacoublay,google_ads,actif,2026-06-13,1.4,faux,62
MEM-00658,,2025-01-02,USR-02,26,H,Versailles,instagram,actif,2026-06-19,3.1,faux,29
MEM-00659,,2021-08-29,USR-02,30,F,Vélizy-Villacoublay,google_ads,actif,2026-06-21,2.1,faux,53
MEM-00660,,2025-07-27,USR-02,47,F,Buc,google_ads,actif,2026-06-20,2.4,vrai,47
MEM-00661,,2021-10-15,USR-02,45,F,Viroflay,google_ads,actif,2026-06-10,1.3,faux,66
MEM-00662,,2022-12-22,USR-01,23,H,Versailles,instagram,actif,2026-06-20,1.6,faux,54
MEM-00663,,2022-12-27,USR-02,23,H,Versailles,site_web,actif,2026-06-19,3.2,faux,26
MEM-00664,,2024-03-12,USR-02,45,F,Viroflay,site_web,actif,2026-06-20,2.1,vrai,57
MEM-00665,,2023-07-09,USR-01,47,H,Vélizy-Villacoublay,instagram,actif,2026-05-09,0.0,faux,100
MEM-00666,,2024-01-19,USR-02,30,H,Viroflay,recommandation,actif,2026-06-21,1.4,faux,55
MEM-00667,,2021-08-29,USR-02,60,F,Viroflay,instagram,actif,2026-06-21,3.3,faux,37
MEM-00668,,2025-10-31,USR-01,30,H,Vélizy-Villacoublay,site_web,actif,2026-06-21,5.3,faux,4
MEM-00669,,2021-06-03,USR-02,39,H,Le Chesnay-Rocquencourt,instagram,actif,2026-06-07,0.7,faux,71
MEM-00670,,2024-11-27,USR-02,54,F,Le Chesnay-Rocquencourt,instagram,actif,2026-06-19,3.2,faux,27
MEM-00671,,2023-11-21,USR-02,29,H,Versailles,google_ads,actif,2026-06-20,2.5,faux,47
MEM-00672,,2025-06-24,USR-01,30,F,Viroflay,site_web,actif,2026-06-16,3.7,faux,31
MEM-00673,,2023-12-20,USR-02,30,H,Versailles,recommandation,actif,2026-06-20,3.9,faux,16
MEM-00674,,2021-04-19,USR-02,58,F,Versailles,site_web,actif,2026-06-19,1.7,faux,63
MEM-00675,,2021-06-13,USR-02,57,F,Versailles,google_ads,actif,2026-06-21,2.0,faux,56
MEM-00676,,2025-02-12,USR-02,22,F,Vélizy-Villacoublay,recommandation,actif,2026-06-14,2.4,faux,48
MEM-00677,,2023-08-19,USR-01,28,H,Versailles,instagram,actif,2026-06-20,2.0,faux,43
MEM-00678,,2025-10-24,USR-02,27,F,Bailly,site_web,actif,2026-06-14,1.2,faux,74
MEM-00679,,2021-05-15,USR-02,41,H,Buc,site_web,actif,2026-06-19,2.7,faux,33
MEM-00680,,2024-09-19,USR-02,44,F,Versailles,google_ads,actif,2026-06-21,4.3,faux,12
MEM-00681,,2024-08-17,USR-02,29,H,Vélizy-Villacoublay,site_web,actif,2026-06-19,1.4,vrai,66
MEM-00682,,2021-11-24,USR-01,23,H,Versailles,recommandation,actif,2026-04-13,0.0,faux,100
MEM-00683,,2026-04-05,USR-02,22,F,Versailles,google_ads,actif,2026-06-20,3.1,faux,39
MEM-00684,,2024-11-29,USR-01,48,F,Le Chesnay-Rocquencourt,instagram,actif,2026-06-21,1.2,vrai,65
MEM-00685,,2024-08-03,USR-02,34,H,Jouy-en-Josas,site_web,actif,2026-06-21,0.9,faux,59
MEM-00686,,2026-04-29,USR-02,39,F,Versailles,instagram,actif,2026-06-19,1.3,faux,57
MEM-00687,,2021-06-23,USR-02,54,F,Versailles,site_web,actif,2026-06-14,1.0,faux,71
MEM-00688,,2022-12-26,USR-02,47,H,Saint-Cyr-l'École,instagram,actif,2026-06-21,1.2,faux,58
MEM-00689,,2026-02-08,USR-02,31,F,Saint-Cyr-l'École,google_ads,actif,2026-06-20,4.2,faux,24
MEM-00690,,2023-06-29,USR-01,39,H,Versailles,site_web,actif,2026-06-20,2.4,faux,41
MEM-00691,,2022-05-24,USR-02,60,H,Versailles,site_web,actif,2026-06-18,1.4,faux,54
MEM-00692,,2024-02-21,USR-02,38,F,Versailles,instagram,actif,2026-06-19,1.9,faux,59
MEM-00693,,2024-06-06,USR-02,36,H,Vélizy-Villacoublay,google_ads,actif,2026-04-11,0.0,faux,100
MEM-00694,,2022-01-28,USR-02,19,H,Jouy-en-Josas,google_ads,actif,2026-06-21,2.3,vrai,45
MEM-00695,,2021-11-23,USR-02,27,H,Versailles,site_web,actif,2026-06-19,3.2,faux,31
MEM-00696,,2022-09-27,USR-02,20,F,Bailly,instagram,actif,2026-06-12,2.4,faux,52
MEM-00697,,2022-10-10,USR-02,40,H,Versailles,instagram,actif,2026-06-18,1.7,faux,62
MEM-00698,,2024-12-26,USR-02,50,H,Versailles,google_ads,actif,2026-06-13,1.1,faux,75
MEM-00699,,2022-01-26,USR-02,41,F,Vélizy-Villacoublay,google_ads,actif,2026-06-20,2.6,faux,42
MEM-00700,,2026-02-11,USR-02,46,F,Versailles,instagram,actif,2026-06-20,3.2,vrai,33
MEM-00701,,2024-05-05,USR-02,55,H,Versailles,site_web,actif,2026-06-21,2.4,faux,42
MEM-00702,,2023-10-12,USR-02,58,H,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-19,3.8,faux,24
MEM-00703,,2021-08-22,USR-02,26,F,Versailles,recommandation,actif,2026-03-04,0.0,faux,100
MEM-00704,,2021-03-12,USR-02,27,F,Versailles,site_web,actif,2026-06-21,1.0,faux,68
MEM-00705,,2023-08-26,USR-02,28,H,Versailles,instagram,actif,2026-06-17,0.7,faux,74
MEM-00706,,2023-03-09,USR-01,25,H,Le Chesnay-Rocquencourt,recommandation,actif,2026-06-20,2.7,faux,39
MEM-00707,,2021-02-08,USR-02,21,F,Versailles,instagram,actif,2026-06-21,3.1,faux,39
MEM-00708,,2021-07-29,USR-02,41,F,Jouy-en-Josas,instagram,actif,2026-04-27,0.0,faux,100
MEM-00709,,2023-06-10,USR-02,57,H,Le Chesnay-Rocquencourt,google_ads,actif,2026-05-12,0.0,faux,100
MEM-00710,,2022-01-25,USR-02,58,H,Versailles,instagram,actif,2026-03-15,0.0,faux,100
MEM-00711,,2024-07-23,USR-02,46,H,Versailles,site_web,actif,2026-06-12,0.7,vrai,71
MEM-00712,,2021-11-25,USR-02,40,H,Versailles,site_web,actif,2026-06-19,0.9,faux,73
MEM-00713,,2025-10-13,USR-02,43,F,Versailles,google_ads,actif,2026-06-20,3.0,faux,39
MEM-00714,,2023-12-11,USR-02,39,F,Versailles,google_ads,actif,2026-06-17,1.7,vrai,61
MEM-00715,,2024-11-27,USR-02,49,H,Vélizy-Villacoublay,google_ads,actif,2026-06-19,2.2,faux,49
MEM-00716,,2021-08-05,USR-02,59,H,Versailles,google_ads,actif,2026-06-21,2.4,faux,40
MEM-00717,,2025-01-02,USR-02,26,H,Vélizy-Villacoublay,google_ads,actif,2026-06-17,2.8,faux,42
MEM-00718,,2025-07-19,USR-01,25,H,Le Chesnay-Rocquencourt,instagram,actif,2026-05-20,0.0,faux,100
MEM-00719,,2025-09-05,USR-01,48,F,Vélizy-Villacoublay,recommandation,actif,2026-06-20,1.7,faux,47
MEM-00720,,2023-11-27,USR-02,55,H,Versailles,site_web,actif,2026-02-27,0.0,faux,100
MEM-00721,,2022-02-14,USR-02,22,F,Buc,instagram,actif,2026-06-21,0.8,faux,68
MEM-00722,,2023-08-13,USR-01,32,F,Jouy-en-Josas,instagram,actif,2026-06-20,2.7,faux,44
MEM-00723,,2022-03-12,USR-01,60,F,Vélizy-Villacoublay,google_ads,actif,2026-06-20,4.0,faux,28
MEM-00724,,2024-02-03,USR-02,47,F,Versailles,instagram,actif,2026-06-20,3.9,faux,24
MEM-00725,,2026-03-20,USR-02,46,H,Versailles,instagram,actif,2026-06-20,2.2,faux,43
MEM-00726,,2025-08-24,USR-02,48,H,Vélizy-Villacoublay,site_web,actif,2026-06-13,2.2,faux,48
MEM-00727,,2023-08-11,USR-01,52,F,Versailles,google_ads,actif,2026-06-21,3.6,faux,31
MEM-00728,,2025-01-27,USR-02,21,H,Le Chesnay-Rocquencourt,google_ads,actif,2026-06-18,1.4,faux,56
MEM-00729,,2025-08-05,USR-02,41,F,Versailles,site_web,actif,2026-06-21,2.5,faux,44
