checkin_id,membre_id,date_heure_entree,type_acces
CHK-003677,MEM-00631,2026-06-16T16:20,qr_code
CHK-003678,MEM-00632,2026-06-02T15:10,qr_code
CHK-003679,MEM-00632,2026-06-03T16:10,badge
CHK-003680,MEM-00632,2026-06-03T16:10,qr_code
CHK-003681,MEM-00632,2026-06-03T17:10,qr_code
CHK-003682,MEM-00632,2026-06-03T18:10,badge
CHK-003683,MEM-00632,2026-06-05T19:20,badge
CHK-003684,MEM-00632,2026-06-06T08:00,qr_code
CHK-003685,MEM-00632,2026-06-11T08:20,badge
CHK-003686,MEM-00632,2026-06-13T11:00,badge
CHK-003687,MEM-00632,2026-06-13T15:45,badge
CHK-003688,MEM-00632,2026-06-14T18:00,qr_code
CHK-003689,MEM-00632,2026-06-16T08:10,qr_code
CHK-003690,MEM-00632,2026-06-20T08:30,badge
CHK-003691,MEM-00632,2026-06-20T18:30,badge
CHK-003692,MEM-00633,2026-06-07T09:00,badge
CHK-003693,MEM-00633,2026-06-11T10:10,qr_code
CHK-003694,MEM-00633,2026-06-14T10:20,badge
CHK-003695,MEM-00634,2026-06-07T14:10,qr_code
CHK-003696,MEM-00634,2026-06-11T14:00,qr_code
CHK-003697,MEM-00634,2026-06-12T16:30,badge
CHK-003698,MEM-00634,2026-06-12T17:20,qr_code
CHK-003699,MEM-00634,2026-06-13T11:10,qr_code
CHK-003700,MEM-00634,2026-06-13T11:10,qr_code
CHK-003701,MEM-00634,2026-06-14T08:20,qr_code
CHK-003702,MEM-00634,2026-06-17T09:10,badge
CHK-003703,MEM-00635,2026-06-06T09:20,qr_code
CHK-003704,MEM-00635,2026-06-06T19:45,badge
CHK-003705,MEM-00635,2026-06-07T15:30,qr_code
CHK-003706,MEM-00635,2026-06-07T16:30,badge
CHK-003707,MEM-00635,2026-06-07T19:10,qr_code
CHK-003708,MEM-00635,2026-06-10T14:10,qr_code
CHK-003709,MEM-00635,2026-06-13T14:30,badge
CHK-003710,MEM-00635,2026-06-13T16:10,qr_code
CHK-003711,MEM-00635,2026-06-14T14:20,badge
CHK-003712,MEM-00635,2026-06-20T11:45,qr_code
CHK-003713,MEM-00636,2026-06-05T10:10,qr_code
CHK-003714,MEM-00636,2026-06-09T17:20,qr_code
CHK-003715,MEM-00636,2026-06-11T16:00,badge
CHK-003716,MEM-00636,2026-06-14T09:00,badge
CHK-003717,MEM-00636,2026-06-19T19:20,qr_code
CHK-003718,MEM-00636,2026-06-20T09:30,badge
CHK-003719,MEM-00637,2026-06-02T16:10,badge
CHK-003720,MEM-00637,2026-06-05T15:00,qr_code
CHK-003721,MEM-00637,2026-06-16T10:30,qr_code
CHK-003722,MEM-00637,2026-06-17T17:45,qr_code
CHK-003723,MEM-00637,2026-06-20T11:10,qr_code
CHK-003724,MEM-00638,2026-06-03T16:20,qr_code
CHK-003725,MEM-00638,2026-06-03T19:30,badge
CHK-003726,MEM-00638,2026-06-05T11:45,badge
CHK-003727,MEM-00638,2026-06-06T17:45,badge
CHK-003728,MEM-00638,2026-06-09T19:30,badge
CHK-003729,MEM-00638,2026-06-10T17:10,badge
CHK-003730,MEM-00638,2026-06-11T14:00,badge
CHK-003731,MEM-00638,2026-06-11T15:30,badge
CHK-003732,MEM-00638,2026-06-17T16:20,qr_code
CHK-003733,MEM-00638,2026-06-18T16:20,qr_code
CHK-003734,MEM-00639,2026-06-04T15:45,qr_code
CHK-003735,MEM-00639,2026-06-04T15:45,qr_code
CHK-003736,MEM-00639,2026-06-04T18:10,qr_code
CHK-003737,MEM-00639,2026-06-05T08:45,badge
CHK-003738,MEM-00639,2026-06-07T18:20,badge
CHK-003739,MEM-00639,2026-06-09T08:20,badge
CHK-003740,MEM-00639,2026-06-14T15:00,badge
CHK-003741,MEM-00639,2026-06-20T15:10,qr_code
CHK-003742,MEM-00639,2026-06-21T10:10,badge
CHK-003743,MEM-00640,2026-06-04T15:00,badge
CHK-003744,MEM-00640,2026-06-09T10:45,qr_code
CHK-003745,MEM-00641,2026-06-05T15:45,badge
CHK-003746,MEM-00641,2026-06-09T10:45,qr_code
CHK-003747,MEM-00641,2026-06-09T10:45,qr_code
CHK-003748,MEM-00641,2026-06-09T16:10,qr_code
CHK-003749,MEM-00641,2026-06-12T11:30,badge
CHK-003750,MEM-00641,2026-06-16T10:20,qr_code
CHK-003751,MEM-00641,2026-06-18T09:20,badge
CHK-003752,MEM-00641,2026-06-19T08:20,qr_code
CHK-003753,MEM-00643,2026-06-13T15:20,badge
CHK-003754,MEM-00643,2026-06-19T16:20,badge
CHK-003755,MEM-00643,2026-06-21T15:30,qr_code
CHK-003756,MEM-00644,2026-06-03T16:20,qr_code
CHK-003757,MEM-00644,2026-06-04T08:10,badge
CHK-003758,MEM-00644,2026-06-07T11:10,qr_code
CHK-003759,MEM-00644,2026-06-09T15:10,qr_code
CHK-003760,MEM-00644,2026-06-10T10:45,qr_code
CHK-003761,MEM-00644,2026-06-11T18:30,qr_code
CHK-003762,MEM-00644,2026-06-11T19:00,badge
CHK-003763,MEM-00644,2026-06-14T09:10,badge
CHK-003764,MEM-00644,2026-06-17T09:45,badge
CHK-003765,MEM-00644,2026-06-17T18:20,badge
CHK-003766,MEM-00644,2026-06-20T16:20,qr_code
CHK-003767,MEM-00644,2026-06-21T15:00,qr_code
CHK-003768,MEM-00645,2026-06-03T15:20,qr_code
CHK-003769,MEM-00645,2026-06-07T19:30,qr_code
CHK-003770,MEM-00645,2026-06-09T10:20,qr_code
CHK-003771,MEM-00645,2026-06-09T11:20,qr_code
CHK-003772,MEM-00645,2026-06-10T11:30,qr_code
CHK-003773,MEM-00645,2026-06-10T15:10,qr_code
CHK-003774,MEM-00645,2026-06-12T14:00,badge
CHK-003775,MEM-00645,2026-06-16T16:45,badge
CHK-003776,MEM-00645,2026-06-19T16:20,qr_code
CHK-003777,MEM-00646,2026-06-03T17:20,qr_code
CHK-003778,MEM-00646,2026-06-10T16:00,badge
CHK-003779,MEM-00646,2026-06-11T19:45,qr_code
CHK-003780,MEM-00646,2026-06-12T15:10,qr_code
CHK-003781,MEM-00646,2026-06-12T16:30,badge
CHK-003782,MEM-00646,2026-06-17T08:30,badge
CHK-003783,MEM-00646,2026-06-18T16:30,badge
CHK-003784,MEM-00646,2026-06-18T19:20,qr_code
CHK-003785,MEM-00646,2026-06-20T09:30,qr_code
CHK-003786,MEM-00646,2026-06-20T19:00,qr_code
CHK-003787,MEM-00647,2026-06-18T14:00,badge
CHK-003788,MEM-00647,2026-06-19T16:30,qr_code
CHK-003789,MEM-00647,2026-06-19T17:20,badge
CHK-003790,MEM-00647,2026-06-20T18:30,qr_code
CHK-003791,MEM-00648,2026-06-02T11:20,badge
CHK-003792,MEM-00648,2026-06-03T17:30,qr_code
CHK-003793,MEM-00648,2026-06-09T08:00,badge
CHK-003794,MEM-00648,2026-06-10T19:10,badge
CHK-003795,MEM-00648,2026-06-11T11:30,qr_code
CHK-003796,MEM-00648,2026-06-16T10:10,qr_code
CHK-003797,MEM-00648,2026-06-16T17:45,badge
CHK-003798,MEM-00648,2026-06-17T18:00,badge
CHK-003799,MEM-00648,2026-06-21T17:45,qr_code
CHK-003800,MEM-00649,2026-06-06T14:00,qr_code
CHK-003801,MEM-00649,2026-06-10T15:45,badge
CHK-003802,MEM-00649,2026-06-13T17:20,badge
CHK-003803,MEM-00649,2026-06-19T09:10,badge
CHK-003804,MEM-00649,2026-06-19T15:00,badge
CHK-003805,MEM-00650,2026-06-04T18:30,qr_code
CHK-003806,MEM-00650,2026-06-05T16:45,badge
CHK-003807,MEM-00650,2026-06-09T11:20,badge
CHK-003808,MEM-00650,2026-06-11T11:30,badge
CHK-003809,MEM-00650,2026-06-13T15:20,badge
CHK-003810,MEM-00650,2026-06-14T10:00,qr_code
CHK-003811,MEM-00650,2026-06-16T15:10,badge
CHK-003812,MEM-00650,2026-06-18T19:20,badge
CHK-003813,MEM-00650,2026-06-20T16:00,qr_code
CHK-003814,MEM-00652,2026-06-02T10:20,badge
CHK-003815,MEM-00652,2026-06-03T18:30,qr_code
CHK-003816,MEM-00652,2026-06-04T09:45,badge
CHK-003817,MEM-00652,2026-06-05T17:20,badge
CHK-003818,MEM-00652,2026-06-06T10:45,badge
CHK-003819,MEM-00652,2026-06-07T18:10,qr_code
CHK-003820,MEM-00652,2026-06-12T14:30,badge
CHK-003821,MEM-00652,2026-06-14T09:00,badge
CHK-003822,MEM-00652,2026-06-14T11:10,badge
CHK-003823,MEM-00652,2026-06-14T15:00,qr_code
CHK-003824,MEM-00652,2026-06-17T08:20,badge
CHK-003825,MEM-00653,2026-06-03T14:20,badge
CHK-003826,MEM-00653,2026-06-06T10:30,badge
CHK-003827,MEM-00653,2026-06-11T15:45,qr_code
CHK-003828,MEM-00653,2026-06-12T11:30,badge
CHK-003829,MEM-00653,2026-06-14T09:00,badge
CHK-003830,MEM-00653,2026-06-14T11:20,qr_code
CHK-003831,MEM-00653,2026-06-20T16:30,qr_code
CHK-003832,MEM-00654,2026-06-02T14:20,badge
CHK-003833,MEM-00654,2026-06-11T16:20,badge
CHK-003834,MEM-00654,2026-06-11T19:10,badge
CHK-003835,MEM-00654,2026-06-13T19:20,badge
CHK-003836,MEM-00654,2026-06-18T14:20,qr_code
CHK-003837,MEM-00654,2026-06-19T16:10,qr_code
CHK-003838,MEM-00654,2026-06-21T16:45,qr_code
CHK-003839,MEM-00655,2026-06-06T14:45,badge
CHK-003840,MEM-00655,2026-06-10T14:45,badge
CHK-003841,MEM-00655,2026-06-14T09:10,qr_code
CHK-003842,MEM-00655,2026-06-17T18:00,qr_code
CHK-003843,MEM-00655,2026-06-20T14:30,badge
CHK-003844,MEM-00656,2026-06-16T14:30,qr_code
CHK-003845,MEM-00657,2026-06-07T17:45,qr_code
CHK-003846,MEM-00657,2026-06-09T11:30,badge
CHK-003847,MEM-00657,2026-06-11T09:00,qr_code
CHK-003848,MEM-00657,2026-06-13T19:45,qr_code
CHK-003849,MEM-00658,2026-06-02T14:00,badge
CHK-003850,MEM-00658,2026-06-04T10:20,badge
CHK-003851,MEM-00658,2026-06-04T17:45,badge
CHK-003852,MEM-00658,2026-06-07T08:20,badge
CHK-003853,MEM-00658,2026-06-12T11:10,qr_code
CHK-003854,MEM-00658,2026-06-13T08:30,qr_code
CHK-003855,MEM-00658,2026-06-13T11:45,badge
CHK-003856,MEM-00658,2026-06-16T15:30,qr_code
CHK-003857,MEM-00658,2026-06-18T10:00,qr_code
CHK-003858,MEM-00658,2026-06-19T11:20,badge
CHK-003859,MEM-00659,2026-06-04T18:45,qr_code
CHK-003860,MEM-00659,2026-06-05T17:45,qr_code
CHK-003861,MEM-00659,2026-06-10T16:45,qr_code
CHK-003862,MEM-00659,2026-06-12T15:45,badge
CHK-003863,MEM-00659,2026-06-16T09:45,qr_code
CHK-003864,MEM-00659,2026-06-20T11:10,qr_code
CHK-003865,MEM-00659,2026-06-21T14:30,qr_code
CHK-003866,MEM-00660,2026-06-10T10:30,qr_code
CHK-003867,MEM-00660,2026-06-11T09:10,badge
CHK-003868,MEM-00660,2026-06-14T14:00,qr_code
CHK-003869,MEM-00660,2026-06-19T15:10,qr_code
CHK-003870,MEM-00660,2026-06-19T17:00,qr_code
CHK-003871,MEM-00660,2026-06-20T10:00,qr_code
CHK-003872,MEM-00660,2026-06-20T15:20,qr_code
CHK-003873,MEM-00661,2026-06-05T18:00,badge
CHK-003874,MEM-00661,2026-06-06T15:45,qr_code
CHK-003875,MEM-00661,2026-06-07T11:00,badge
CHK-003876,MEM-00661,2026-06-10T11:20,qr_code
CHK-003877,MEM-00662,2026-06-06T11:00,badge
CHK-003878,MEM-00662,2026-06-09T11:45,badge
CHK-003879,MEM-00662,2026-06-10T09:45,badge
CHK-003880,MEM-00662,2026-06-10T17:45,qr_code
CHK-003881,MEM-00662,2026-06-20T10:00,qr_code
CHK-003882,MEM-00663,2026-06-02T09:10,qr_code
CHK-003883,MEM-00663,2026-06-05T11:00,badge
CHK-003884,MEM-00663,2026-06-06T19:10,badge
CHK-003885,MEM-00663,2026-06-09T19:20,qr_code
CHK-003886,MEM-00663,2026-06-11T16:45,qr_code
CHK-003887,MEM-00663,2026-06-14T11:20,qr_code
CHK-003888,MEM-00663,2026-06-17T14:45,badge
CHK-003889,MEM-00663,2026-06-18T08:00,qr_code
CHK-003890,MEM-00663,2026-06-18T18:00,badge
CHK-003891,MEM-00663,2026-06-19T08:20,qr_code
CHK-003892,MEM-00664,2026-06-06T15:10,badge
CHK-003893,MEM-00664,2026-06-09T19:45,badge
CHK-003894,MEM-00664,2026-06-10T16:45,badge
CHK-003895,MEM-00664,2026-06-14T14:20,qr_code
CHK-003896,MEM-00664,2026-06-14T15:30,qr_code
CHK-003897,MEM-00664,2026-06-20T14:20,badge
CHK-003898,MEM-00664,2026-06-20T18:10,qr_code
CHK-003899,MEM-00666,2026-06-05T14:00,badge
CHK-003900,MEM-00666,2026-06-10T14:00,qr_code
CHK-003901,MEM-00666,2026-06-21T15:00,badge
CHK-003902,MEM-00666,2026-06-21T17:45,badge
CHK-003903,MEM-00667,2026-06-03T14:00,badge
CHK-003904,MEM-00667,2026-06-04T10:10,badge
CHK-003905,MEM-00667,2026-06-04T11:20,qr_code
CHK-003906,MEM-00667,2026-06-07T17:10,badge
CHK-003907,MEM-00667,2026-06-09T08:00,qr_code
CHK-003908,MEM-00667,2026-06-09T17:00,qr_code
CHK-003909,MEM-00667,2026-06-10T16:20,badge
CHK-003910,MEM-00667,2026-06-11T09:00,badge
CHK-003911,MEM-00667,2026-06-14T18:20,qr_code
CHK-003912,MEM-00667,2026-06-21T19:45,qr_code
CHK-003913,MEM-00668,2026-06-02T11:20,qr_code
CHK-003914,MEM-00668,2026-06-05T18:10,badge
CHK-003915,MEM-00668,2026-06-07T10:00,qr_code
CHK-003916,MEM-00668,2026-06-07T10:30,badge
CHK-003917,MEM-00668,2026-06-07T16:30,badge
CHK-003918,MEM-00668,2026-06-10T09:20,qr_code
CHK-003919,MEM-00668,2026-06-10T14:00,qr_code
CHK-003920,MEM-00668,2026-06-10T16:00,qr_code
CHK-003921,MEM-00668,2026-06-11T17:20,badge
CHK-003922,MEM-00668,2026-06-11T17:30,badge
CHK-003923,MEM-00668,2026-06-12T10:10,qr_code
CHK-003924,MEM-00668,2026-06-12T18:45,badge
CHK-003925,MEM-00668,2026-06-13T08:45,badge
CHK-003926,MEM-00668,2026-06-20T08:00,qr_code
CHK-003927,MEM-00668,2026-06-21T09:20,qr_code
CHK-003928,MEM-00668,2026-06-21T14:20,badge
CHK-003929,MEM-00669,2026-06-06T14:45,qr_code
CHK-003930,MEM-00669,2026-06-07T16:20,qr_code
CHK-003931,MEM-00670,2026-06-03T11:45,badge
CHK-003932,MEM-00670,2026-06-04T14:45,qr_code
CHK-003933,MEM-00670,2026-06-06T17:30,qr_code
CHK-003934,MEM-00670,2026-06-07T11:45,qr_code
CHK-003935,MEM-00670,2026-06-09T08:45,badge
CHK-003936,MEM-00670,2026-06-10T18:00,badge
CHK-003937,MEM-00670,2026-06-12T16:20,badge
CHK-003938,MEM-00670,2026-06-14T18:30,badge
CHK-003939,MEM-00670,2026-06-18T10:00,qr_code
CHK-003940,MEM-00670,2026-06-19T14:10,qr_code
CHK-003941,MEM-00671,2026-06-02T08:10,badge
CHK-003942,MEM-00671,2026-06-05T09:00,qr_code
CHK-003943,MEM-00671,2026-06-05T17:10,badge
CHK-003944,MEM-00671,2026-06-05T18:00,qr_code
CHK-003945,MEM-00671,2026-06-09T09:10,qr_code
CHK-003946,MEM-00671,2026-06-11T11:45,qr_code
CHK-003947,MEM-00671,2026-06-19T19:00,badge
CHK-003948,MEM-00671,2026-06-20T08:00,badge
CHK-003949,MEM-00672,2026-06-02T11:30,qr_code
CHK-003950,MEM-00672,2026-06-03T10:20,badge
CHK-003951,MEM-00672,2026-06-03T19:10,badge
CHK-003952,MEM-00672,2026-06-07T10:45,qr_code
CHK-003953,MEM-00672,2026-06-07T14:30,badge
CHK-003954,MEM-00672,2026-06-09T18:20,badge
CHK-003955,MEM-00672,2026-06-09T19:20,badge
CHK-003956,MEM-00672,2026-06-14T15:10,qr_code
CHK-003957,MEM-00672,2026-06-14T18:20,badge
CHK-003958,MEM-00672,2026-06-16T15:00,badge
CHK-003959,MEM-00672,2026-06-16T18:10,badge
CHK-003960,MEM-00673,2026-06-05T08:30,badge
CHK-003961,MEM-00673,2026-06-06T09:20,badge
CHK-003962,MEM-00673,2026-06-06T11:45,qr_code
CHK-003963,MEM-00673,2026-06-09T09:30,qr_code
CHK-003964,MEM-00673,2026-06-10T08:30,qr_code
CHK-003965,MEM-00673,2026-06-10T11:00,badge
CHK-003966,MEM-00673,2026-06-10T11:30,badge
CHK-003967,MEM-00673,2026-06-10T18:00,qr_code
CHK-003968,MEM-00673,2026-06-17T16:30,badge
CHK-003969,MEM-00673,2026-06-18T16:00,badge
CHK-003970,MEM-00673,2026-06-20T08:20,badge
CHK-003971,MEM-00673,2026-06-20T09:20,qr_code
CHK-003972,MEM-00674,2026-06-11T08:00,qr_code
CHK-003973,MEM-00674,2026-06-11T16:45,qr_code
CHK-003974,MEM-00674,2026-06-13T11:30,badge
CHK-003975,MEM-00674,2026-06-19T11:30,badge
CHK-003976,MEM-00674,2026-06-19T16:45,qr_code
CHK-003977,MEM-00675,2026-06-03T11:10,qr_code
CHK-003978,MEM-00675,2026-06-04T14:00,badge
CHK-003979,MEM-00675,2026-06-04T18:30,qr_code
CHK-003980,MEM-00675,2026-06-07T14:00,qr_code
CHK-003981,MEM-00675,2026-06-10T11:20,badge
CHK-003982,MEM-00675,2026-06-21T10:00,badge
CHK-003983,MEM-00676,2026-06-02T16:30,badge
CHK-003984,MEM-00676,2026-06-04T17:00,qr_code
CHK-003985,MEM-00676,2026-06-04T19:30,badge
CHK-003986,MEM-00676,2026-06-06T14:10,badge
CHK-003987,MEM-00676,2026-06-10T17:00,qr_code
CHK-003988,MEM-00676,2026-06-11T19:20,qr_code
CHK-003989,MEM-00676,2026-06-14T18:10,qr_code
CHK-003990,MEM-00677,2026-06-03T15:20,badge
CHK-003991,MEM-00677,2026-06-07T18:10,qr_code
CHK-003992,MEM-00677,2026-06-11T14:20,qr_code
CHK-003993,MEM-00677,2026-06-19T15:10,badge
CHK-003994,MEM-00677,2026-06-20T08:00,qr_code
CHK-003995,MEM-00677,2026-06-20T11:30,qr_code
CHK-003996,MEM-00678,2026-06-10T16:10,qr_code
CHK-003997,MEM-00678,2026-06-12T09:00,qr_code
CHK-003998,MEM-00678,2026-06-12T14:30,badge
CHK-003999,MEM-00678,2026-06-14T15:45,badge
CHK-004000,MEM-00679,2026-06-04T08:20,qr_code
CHK-004001,MEM-00679,2026-06-07T18:20,badge
CHK-004002,MEM-00679,2026-06-12T19:00,badge
CHK-004003,MEM-00679,2026-06-14T16:10,badge
CHK-004004,MEM-00679,2026-06-17T15:30,qr_code
CHK-004005,MEM-00679,2026-06-18T08:20,qr_code
CHK-004006,MEM-00679,2026-06-19T17:10,badge
CHK-004007,MEM-00679,2026-06-19T19:00,qr_code
CHK-004008,MEM-00680,2026-06-02T08:45,qr_code
CHK-004009,MEM-00680,2026-06-05T11:00,badge
CHK-004010,MEM-00680,2026-06-05T19:30,qr_code
CHK-004011,MEM-00680,2026-06-07T08:00,qr_code
CHK-004012,MEM-00680,2026-06-07T08:30,qr_code
CHK-004013,MEM-00680,2026-06-07T16:20,badge
CHK-004014,MEM-00680,2026-06-07T18:45,badge
CHK-004015,MEM-00680,2026-06-12T08:00,qr_code
CHK-004016,MEM-00680,2026-06-12T10:45,qr_code
CHK-004017,MEM-00680,2026-06-13T18:00,badge
CHK-004018,MEM-00680,2026-06-17T10:20,badge
CHK-004019,MEM-00680,2026-06-17T19:00,qr_code
CHK-004020,MEM-00680,2026-06-21T19:45,badge
CHK-004021,MEM-00681,2026-06-02T18:10,badge
CHK-004022,MEM-00681,2026-06-12T09:10,qr_code
CHK-004023,MEM-00681,2026-06-17T08:30,qr_code
CHK-004024,MEM-00681,2026-06-19T09:45,qr_code
CHK-004025,MEM-00683,2026-06-02T11:10,badge
CHK-004026,MEM-00683,2026-06-02T14:00,qr_code
CHK-004027,MEM-00683,2026-06-03T10:00,qr_code
CHK-004028,MEM-00683,2026-06-04T11:20,qr_code
CHK-004029,MEM-00683,2026-06-05T14:00,qr_code
CHK-004030,MEM-00683,2026-06-11T08:45,badge
CHK-004031,MEM-00683,2026-06-14T10:45,badge
CHK-004032,MEM-00683,2026-06-14T16:00,badge
CHK-004033,MEM-00683,2026-06-19T11:20,badge
CHK-004034,MEM-00683,2026-06-20T15:45,badge
CHK-004035,MEM-00684,2026-06-05T15:30,qr_code
CHK-004036,MEM-00684,2026-06-16T19:20,qr_code
CHK-004037,MEM-00684,2026-06-18T14:10,qr_code
CHK-004038,MEM-00684,2026-06-21T19:00,badge
CHK-004039,MEM-00685,2026-06-09T10:00,badge
CHK-004040,MEM-00685,2026-06-19T17:20,badge
CHK-004041,MEM-00685,2026-06-21T18:00,badge
CHK-004042,MEM-00686,2026-06-04T16:10,badge
CHK-004043,MEM-00686,2026-06-09T16:30,badge
CHK-004044,MEM-00686,2026-06-12T08:30,qr_code
CHK-004045,MEM-00686,2026-06-19T08:00,qr_code
CHK-004046,MEM-00687,2026-06-05T18:30,badge
CHK-004047,MEM-00687,2026-06-07T10:10,qr_code
CHK-004048,MEM-00687,2026-06-14T17:20,qr_code
CHK-004049,MEM-00688,2026-06-02T18:30,qr_code
CHK-004050,MEM-00688,2026-06-07T11:00,qr_code
CHK-004051,MEM-00688,2026-06-18T08:00,badge
CHK-004052,MEM-00688,2026-06-21T09:20,badge
CHK-004053,MEM-00689,2026-06-03T18:20,qr_code
CHK-004054,MEM-00689,2026-06-06T10:45,badge
CHK-004055,MEM-00689,2026-06-06T18:00,badge
CHK-004056,MEM-00689,2026-06-09T09:20,qr_code
CHK-004057,MEM-00689,2026-06-10T11:20,qr_code
CHK-004058,MEM-00689,2026-06-13T10:10,qr_code
CHK-004059,MEM-00689,2026-06-16T09:30,badge
CHK-004060,MEM-00689,2026-06-17T09:00,badge
CHK-004061,MEM-00689,2026-06-17T18:10,badge
CHK-004062,MEM-00689,2026-06-19T09:20,badge
CHK-004063,MEM-00689,2026-06-19T10:20,qr_code
CHK-004064,MEM-00689,2026-06-19T17:30,qr_code
CHK-004065,MEM-00689,2026-06-20T16:10,badge
CHK-004066,MEM-00690,2026-06-06T16:30,badge
CHK-004067,MEM-00690,2026-06-06T18:30,qr_code
CHK-004068,MEM-00690,2026-06-07T18:00,badge
CHK-004069,MEM-00690,2026-06-07T18:10,badge
CHK-004070,MEM-00690,2026-06-13T16:45,badge
CHK-004071,MEM-00690,2026-06-16T15:00,qr_code
CHK-004072,MEM-00690,2026-06-20T14:20,qr_code
CHK-004073,MEM-00691,2026-06-03T08:30,qr_code
CHK-004074,MEM-00691,2026-06-05T11:30,badge
CHK-004075,MEM-00691,2026-06-12T14:10,qr_code
CHK-004076,MEM-00691,2026-06-18T19:00,badge
CHK-004077,MEM-00692,2026-06-04T14:45,qr_code
CHK-004078,MEM-00692,2026-06-09T09:30,badge
CHK-004079,MEM-00692,2026-06-11T16:45,qr_code
CHK-004080,MEM-00692,2026-06-12T09:10,qr_code
CHK-004081,MEM-00692,2026-06-18T14:20,badge
CHK-004082,MEM-00692,2026-06-19T08:45,badge
CHK-004083,MEM-00694,2026-06-02T17:30,badge
CHK-004084,MEM-00694,2026-06-13T09:00,badge
CHK-004085,MEM-00694,2026-06-13T10:10,qr_code
CHK-004086,MEM-00694,2026-06-18T14:45,badge
CHK-004087,MEM-00694,2026-06-19T17:45,badge
CHK-004088,MEM-00694,2026-06-19T18:45,qr_code
CHK-004089,MEM-00694,2026-06-21T09:30,qr_code
CHK-004090,MEM-00695,2026-06-03T16:30,badge
CHK-004091,MEM-00695,2026-06-03T19:20,badge
CHK-004092,MEM-00695,2026-06-05T17:10,qr_code
CHK-004093,MEM-00695,2026-06-09T16:10,qr_code
CHK-004094,MEM-00695,2026-06-09T19:20,qr_code
CHK-004095,MEM-00695,2026-06-13T11:30,badge
CHK-004096,MEM-00695,2026-06-13T18:30,badge
CHK-004097,MEM-00695,2026-06-18T11:00,badge
CHK-004098,MEM-00695,2026-06-18T17:10,qr_code
CHK-004099,MEM-00695,2026-06-19T14:30,qr_code
CHK-004100,MEM-00696,2026-06-02T10:00,qr_code
CHK-004101,MEM-00696,2026-06-04T15:20,badge
CHK-004102,MEM-00696,2026-06-09T17:00,qr_code
CHK-004103,MEM-00696,2026-06-10T09:00,qr_code
CHK-004104,MEM-00696,2026-06-10T15:00,qr_code
CHK-004105,MEM-00696,2026-06-11T19:30,qr_code
CHK-004106,MEM-00696,2026-06-12T10:20,qr_code
CHK-004107,MEM-00697,2026-06-02T15:45,badge
CHK-004108,MEM-00697,2026-06-06T18:10,qr_code
CHK-004109,MEM-00697,2026-06-06T18:30,qr_code
CHK-004110,MEM-00697,2026-06-17T08:00,qr_code
CHK-004111,MEM-00697,2026-06-18T19:45,badge
CHK-004112,MEM-00698,2026-06-03T18:45,badge
CHK-004113,MEM-00698,2026-06-12T16:45,badge
CHK-004114,MEM-00698,2026-06-13T08:30,badge
CHK-004115,MEM-00699,2026-06-07T15:45,qr_code
CHK-004116,MEM-00699,2026-06-09T17:20,badge
CHK-004117,MEM-00699,2026-06-12T15:45,badge
CHK-004118,MEM-00699,2026-06-13T19:20,badge
CHK-004119,MEM-00699,2026-06-14T19:45,badge
CHK-004120,MEM-00699,2026-06-18T10:20,qr_code
CHK-004121,MEM-00699,2026-06-18T14:30,qr_code
CHK-004122,MEM-00699,2026-06-20T08:45,badge
CHK-004123,MEM-00700,2026-06-02T19:00,qr_code
CHK-004124,MEM-00700,2026-06-07T18:00,qr_code
CHK-004125,MEM-00700,2026-06-10T15:10,qr_code
CHK-004126,MEM-00700,2026-06-11T11:45,qr_code
CHK-004127,MEM-00700,2026-06-11T18:30,qr_code
CHK-004128,MEM-00700,2026-06-13T19:20,qr_code
CHK-004129,MEM-00700,2026-06-14T11:00,qr_code
CHK-004130,MEM-00700,2026-06-17T11:45,badge
CHK-004131,MEM-00700,2026-06-18T15:10,qr_code
CHK-004132,MEM-00700,2026-06-20T18:45,badge
CHK-004133,MEM-00701,2026-06-14T17:10,qr_code
CHK-004134,MEM-00701,2026-06-16T15:30,qr_code
CHK-004135,MEM-00701,2026-06-16T19:45,badge
CHK-004136,MEM-00701,2026-06-18T19:20,qr_code
CHK-004137,MEM-00701,2026-06-19T10:20,qr_code
CHK-004138,MEM-00701,2026-06-21T14:30,qr_code
CHK-004139,MEM-00701,2026-06-21T18:45,qr_code
CHK-004140,MEM-00702,2026-06-02T16:45,qr_code
CHK-004141,MEM-00702,2026-06-02T17:30,badge
CHK-004142,MEM-00702,2026-06-04T10:10,badge
CHK-004143,MEM-00702,2026-06-04T15:10,badge
CHK-004144,MEM-00702,2026-06-04T15:20,qr_code
CHK-004145,MEM-00702,2026-06-06T18:20,badge
CHK-004146,MEM-00702,2026-06-12T11:45,badge
CHK-004147,MEM-00702,2026-06-13T09:10,badge
CHK-004148,MEM-00702,2026-06-17T19:00,badge
CHK-004149,MEM-00702,2026-06-18T11:30,qr_code
CHK-004150,MEM-00702,2026-06-18T16:10,qr_code
CHK-004151,MEM-00702,2026-06-19T17:45,badge
CHK-004152,MEM-00704,2026-06-03T10:30,badge
CHK-004153,MEM-00704,2026-06-04T08:20,badge
CHK-004154,MEM-00704,2026-06-21T18:45,qr_code
CHK-004155,MEM-00705,2026-06-10T10:45,badge
CHK-004156,MEM-00705,2026-06-17T08:00,badge
CHK-004157,MEM-00706,2026-06-02T10:00,badge
