abonnement_id,membre_id,type_abonnement,date_debut,date_fin,montant_mensuel,mode_paiement,statut_abonnement,date_resiliation,motif_resiliation
ABO-00643,MEM-00643,essentiel,2024-07-25,,49.0,prelevement_sepa,actif,,
ABO-00644,MEM-00644,essentiel,2026-01-03,,49.0,prelevement_sepa,actif,,
ABO-00645,MEM-00645,premium,2021-04-11,,69.0,prelevement_sepa,actif,,
ABO-00646,MEM-00646,premium,2022-04-10,,69.0,prelevement_sepa,actif,,
ABO-00647,MEM-00647,premium,2026-05-14,,69.0,prelevement_sepa,actif,,
ABO-00648,MEM-00648,essentiel,2025-05-23,,49.0,prelevement_sepa,actif,,
ABO-00649,MEM-00649,essentiel,2021-01-02,,49.0,prelevement_sepa,actif,,
ABO-00650,MEM-00650,premium,2023-10-17,,69.0,prelevement_sepa,actif,,
ABO-00651,MEM-00651,premium,2024-12-27,,69.0,prelevement_sepa,actif,,
ABO-00652,MEM-00652,essentiel,2021-06-05,,49.0,prelevement_sepa,actif,,
ABO-00653,MEM-00653,essentiel,2022-03-02,,49.0,prelevement_sepa,actif,,
ABO-00654,MEM-00654,premium,2023-05-02,,69.0,prelevement_sepa,actif,,
ABO-00655,MEM-00655,essentiel,2025-08-26,,49.0,prelevement_sepa,actif,,
ABO-00656,MEM-00656,premium,2024-09-24,,69.0,prelevement_sepa,actif,,
ABO-00657,MEM-00657,premium,2022-02-12,,69.0,prelevement_sepa,actif,,
ABO-00658,MEM-00658,essentiel,2025-01-02,,49.0,cb,actif,,
ABO-00659,MEM-00659,essentiel,2021-08-29,,49.0,cb,actif,,
ABO-00660,MEM-00660,essentiel,2025-07-27,,49.0,prelevement_sepa,actif,,
ABO-00661,MEM-00661,premium,2021-10-15,,69.0,prelevement_sepa,actif,,
ABO-00662,MEM-00662,essentiel,2022-12-22,,49.0,prelevement_sepa,actif,,
ABO-00663,MEM-00663,essentiel,2022-12-27,,49.0,cb,actif,,
ABO-00664,MEM-00664,essentiel,2024-03-12,,49.0,prelevement_sepa,actif,,
ABO-00665,MEM-00665,premium,2023-07-09,,69.0,prelevement_sepa,actif,,
ABO-00666,MEM-00666,essentiel,2024-01-19,,49.0,cb,actif,,
ABO-00667,MEM-00667,premium,2021-08-29,,69.0,prelevement_sepa,actif,,
ABO-00668,MEM-00668,essentiel,2025-10-31,,49.0,prelevement_sepa,actif,,
ABO-00669,MEM-00669,essentiel,2021-06-03,,49.0,cb,actif,,
ABO-00670,MEM-00670,essentiel,2024-11-27,,49.0,prelevement_sepa,actif,,
ABO-00671,MEM-00671,premium,2023-11-21,,69.0,cb,actif,,
ABO-00672,MEM-00672,essentiel,2025-06-24,,49.0,prelevement_sepa,actif,,
ABO-00673,MEM-00673,essentiel,2023-12-20,,49.0,especes,actif,,
ABO-00674,MEM-00674,essentiel,2021-04-19,,49.0,prelevement_sepa,actif,,
ABO-00675,MEM-00675,essentiel,2021-06-13,,49.0,cb,actif,,
ABO-00676,MEM-00676,essentiel,2025-02-12,,49.0,prelevement_sepa,actif,,
ABO-00677,MEM-00677,essentiel,2023-08-19,,49.0,prelevement_sepa,actif,,
ABO-00678,MEM-00678,premium,2025-10-24,,69.0,prelevement_sepa,actif,,
ABO-00679,MEM-00679,essentiel,2021-05-15,,49.0,prelevement_sepa,actif,,
ABO-00680,MEM-00680,premium,2024-09-19,,69.0,prelevement_sepa,actif,,
ABO-00681,MEM-00681,essentiel,2024-08-17,,49.0,cb,actif,,
ABO-00682,MEM-00682,essentiel,2021-11-24,,49.0,prelevement_sepa,actif,,
ABO-00683,MEM-00683,essentiel,2026-04-05,,49.0,prelevement_sepa,actif,,
ABO-00684,MEM-00684,premium,2024-11-29,,69.0,prelevement_sepa,actif,,
ABO-00685,MEM-00685,essentiel,2024-08-03,,49.0,prelevement_sepa,actif,,
ABO-00686,MEM-00686,essentiel,2026-04-29,,49.0,prelevement_sepa,actif,,
ABO-00687,MEM-00687,essentiel,2021-06-23,,49.0,prelevement_sepa,actif,,
ABO-00688,MEM-00688,essentiel,2022-12-26,,49.0,prelevement_sepa,actif,,
ABO-00689,MEM-00689,essentiel,2026-02-08,,49.0,prelevement_sepa,actif,,
ABO-00690,MEM-00690,essentiel,2023-06-29,,49.0,prelevement_sepa,actif,,
ABO-00691,MEM-00691,premium,2022-05-24,,69.0,prelevement_sepa,actif,,
ABO-00692,MEM-00692,essentiel,2024-02-21,,49.0,prelevement_sepa,actif,,
ABO-00693,MEM-00693,premium,2024-06-06,,69.0,prelevement_sepa,actif,,
ABO-00694,MEM-00694,essentiel,2022-01-28,,49.0,cb,actif,,
ABO-00695,MEM-00695,premium,2021-11-23,,69.0,prelevement_sepa,actif,,
ABO-00696,MEM-00696,essentiel,2022-09-27,,49.0,prelevement_sepa,actif,,
ABO-00697,MEM-00697,premium,2022-10-10,,69.0,cb,actif,,
ABO-00698,MEM-00698,premium,2024-12-26,,69.0,prelevement_sepa,actif,,
ABO-00699,MEM-00699,premium,2022-01-26,,69.0,prelevement_sepa,actif,,
ABO-00700,MEM-00700,essentiel,2026-02-11,,49.0,prelevement_sepa,actif,,
ABO-00701,MEM-00701,essentiel,2024-05-05,,49.0,prelevement_sepa,suspendu_impaye,,
ABO-00702,MEM-00702,essentiel,2023-10-12,,49.0,prelevement_sepa,actif,,
ABO-00703,MEM-00703,premium,2021-08-22,,69.0,prelevement_sepa,suspendu_impaye,,
ABO-00704,MEM-00704,essentiel,2021-03-12,,49.0,prelevement_sepa,actif,,
ABO-00705,MEM-00705,premium,2023-08-26,,69.0,especes,actif,,
ABO-00706,MEM-00706,premium,2023-03-09,,69.0,prelevement_sepa,actif,,
ABO-00707,MEM-00707,premium,2021-02-08,,69.0,prelevement_sepa,actif,,
ABO-00708,MEM-00708,essentiel,2021-07-29,,49.0,cb,actif,,
ABO-00709,MEM-00709,premium,2023-06-10,,69.0,prelevement_sepa,actif,,
ABO-00710,MEM-00710,premium,2022-01-25,,69.0,prelevement_sepa,actif,,
ABO-00711,MEM-00711,essentiel,2024-07-23,,49.0,prelevement_sepa,actif,,
ABO-00712,MEM-00712,essentiel,2021-11-25,,49.0,prelevement_sepa,actif,,
ABO-00713,MEM-00713,essentiel,2025-10-13,,49.0,prelevement_sepa,actif,,
ABO-00714,MEM-00714,essentiel,2023-12-11,,49.0,prelevement_sepa,actif,,
ABO-00715,MEM-00715,premium,2024-11-27,,69.0,prelevement_sepa,actif,,
ABO-00716,MEM-00716,premium,2021-08-05,,69.0,prelevement_sepa,actif,,
ABO-00717,MEM-00717,premium,2025-01-02,,69.0,prelevement_sepa,actif,,
ABO-00718,MEM-00718,premium,2025-07-19,,69.0,prelevement_sepa,actif,,
ABO-00719,MEM-00719,essentiel,2025-09-05,,49.0,prelevement_sepa,actif,,
ABO-00720,MEM-00720,essentiel,2023-11-27,,49.0,prelevement_sepa,actif,,
ABO-00721,MEM-00721,essentiel,2022-02-14,,49.0,cb,actif,,
ABO-00722,MEM-00722,premium,2023-08-13,,69.0,prelevement_sepa,actif,,
ABO-00723,MEM-00723,essentiel,2022-03-12,,49.0,prelevement_sepa,actif,,
ABO-00724,MEM-00724,essentiel,2024-02-03,,49.0,prelevement_sepa,actif,,
ABO-00725,MEM-00725,essentiel,2026-03-20,,49.0,prelevement_sepa,actif,,
ABO-00726,MEM-00726,premium,2025-08-24,,69.0,prelevement_sepa,actif,,
ABO-00727,MEM-00727,essentiel,2023-08-11,,49.0,cb,actif,,
ABO-00728,MEM-00728,essentiel,2025-01-27,,49.0,prelevement_sepa,actif,,
ABO-00729,MEM-00729,premium,2025-08-05,,69.0,prelevement_sepa,actif,,
ABO-00730,MEM-00730,essentiel,2022-09-16,,49.0,prelevement_sepa,actif,,
ABO-00731,MEM-00731,premium,2024-09-05,,69.0,prelevement_sepa,actif,,
ABO-00732,MEM-00732,essentiel,2025-02-25,,49.0,prelevement_sepa,actif,,
ABO-00733,MEM-00733,premium,2023-07-14,,69.0,prelevement_sepa,actif,,
ABO-00734,MEM-00734,essentiel,2024-12-31,,49.0,prelevement_sepa,actif,,
ABO-00735,MEM-00735,premium,2025-06-04,,69.0,prelevement_sepa,actif,,
ABO-00736,MEM-00736,premium,2021-09-07,,69.0,prelevement_sepa,actif,,
ABO-00737,MEM-00737,essentiel,2025-08-03,,49.0,prelevement_sepa,actif,,
ABO-00738,MEM-00738,essentiel,2021-02-25,,49.0,prelevement_sepa,actif,,
ABO-00739,MEM-00739,premium,2021-08-08,,69.0,cb,actif,,
ABO-00740,MEM-00740,essentiel,2021-12-05,,49.0,prelevement_sepa,actif,,
ABO-00741,MEM-00741,essentiel,2021-09-17,,49.0,prelevement_sepa,actif,,
ABO-00742,MEM-00742,essentiel,2025-03-09,,49.0,cb,actif,,
ABO-00743,MEM-00743,essentiel,2022-12-13,,49.0,prelevement_sepa,actif,,
ABO-00744,MEM-00744,essentiel,2024-08-16,,49.0,prelevement_sepa,actif,,
ABO-00745,MEM-00745,essentiel,2021-07-18,,49.0,prelevement_sepa,actif,,
ABO-00746,MEM-00746,essentiel,2023-03-31,,49.0,prelevement_sepa,actif,,
ABO-00747,MEM-00747,essentiel,2026-03-08,,49.0,prelevement_sepa,actif,,
ABO-00748,MEM-00748,essentiel,2025-09-16,,49.0,prelevement_sepa,actif,,
ABO-00749,MEM-00749,premium,2023-09-24,,69.0,prelevement_sepa,actif,,
ABO-00750,MEM-00750,essentiel,2021-07-26,,49.0,prelevement_sepa,actif,,
ABO-00751,MEM-00751,essentiel,2021-02-01,,49.0,prelevement_sepa,actif,,
ABO-00752,MEM-00752,essentiel,2023-11-28,,49.0,prelevement_sepa,actif,,
ABO-00753,MEM-00753,essentiel,2022-03-31,,49.0,prelevement_sepa,actif,,
ABO-00754,MEM-00754,essentiel,2025-09-25,,49.0,prelevement_sepa,actif,,
ABO-00755,MEM-00755,essentiel,2025-12-04,,49.0,prelevement_sepa,actif,,
ABO-00756,MEM-00756,essentiel,2023-03-21,,49.0,prelevement_sepa,actif,,
ABO-00757,MEM-00757,premium,2023-03-29,,69.0,prelevement_sepa,actif,,
ABO-00758,MEM-00758,essentiel,2021-09-25,,49.0,prelevement_sepa,actif,,
ABO-00759,MEM-00759,essentiel,2021-01-11,,49.0,prelevement_sepa,actif,,
ABO-00760,MEM-00760,essentiel,2023-05-09,,49.0,prelevement_sepa,actif,,
ABO-00761,MEM-00761,essentiel,2025-01-05,,49.0,prelevement_sepa,actif,,
ABO-00762,MEM-00762,premium,2023-12-20,,69.0,prelevement_sepa,actif,,
ABO-00763,MEM-00763,essentiel,2024-01-24,,49.0,cb,actif,,
ABO-00764,MEM-00764,premium,2021-05-06,,69.0,cb,actif,,
ABO-00765,MEM-00765,essentiel,2025-06-04,,49.0,prelevement_sepa,actif,,
ABO-00766,MEM-00766,essentiel,2023-09-14,,49.0,cb,actif,,
ABO-00767,MEM-00767,essentiel,2022-06-07,,49.0,especes,actif,,
ABO-00768,MEM-00768,premium,2023-11-29,,69.0,prelevement_sepa,actif,,
ABO-00769,MEM-00769,essentiel,2025-12-11,,49.0,cb,actif,,
ABO-00770,MEM-00770,essentiel,2022-12-12,,49.0,prelevement_sepa,actif,,
ABO-00771,MEM-00771,essentiel,2023-05-26,,49.0,cb,actif,,
ABO-00772,MEM-00772,premium,2025-09-17,,69.0,prelevement_sepa,actif,,
ABO-00773,MEM-00773,essentiel,2023-09-13,,49.0,prelevement_sepa,actif,,
ABO-00774,MEM-00774,essentiel,2024-02-03,,49.0,prelevement_sepa,actif,,
ABO-00775,MEM-00775,premium,2025-01-31,,69.0,cb,actif,,
ABO-00776,MEM-00776,essentiel,2023-12-10,,49.0,prelevement_sepa,actif,,
ABO-00777,MEM-00777,essentiel,2022-05-31,,49.0,prelevement_sepa,actif,,
ABO-00778,MEM-00778,essentiel,2021-08-25,,49.0,prelevement_sepa,actif,,
ABO-00779,MEM-00779,premium,2021-07-27,,69.0,prelevement_sepa,actif,,
ABO-00780,MEM-00780,essentiel,2023-10-17,,49.0,prelevement_sepa,actif,,
ABO-00781,MEM-00781,premium,2024-10-19,,69.0,prelevement_sepa,actif,,
ABO-00782,MEM-00782,essentiel,2021-03-16,,49.0,prelevement_sepa,actif,,
ABO-00783,MEM-00783,essentiel,2021-03-10,,49.0,prelevement_sepa,actif,,
ABO-00784,MEM-00784,essentiel,2023-10-31,,49.0,cb,actif,,
ABO-00785,MEM-00785,essentiel,2024-11-21,,49.0,prelevement_sepa,actif,,
ABO-00786,MEM-00786,essentiel,2025-09-08,,49.0,prelevement_sepa,actif,,
ABO-00787,MEM-00787,essentiel,2022-10-18,,49.0,especes,suspendu_impaye,,
ABO-00788,MEM-00788,premium,2022-06-15,,69.0,prelevement_sepa,actif,,
ABO-00789,MEM-00789,essentiel,2025-06-01,,49.0,cb,actif,,
ABO-00790,MEM-00790,premium,2025-10-01,,69.0,prelevement_sepa,actif,,
ABO-00791,MEM-00791,essentiel,2022-05-23,,49.0,prelevement_sepa,suspendu_impaye,,
ABO-00792,MEM-00792,premium,2025-04-06,,69.0,prelevement_sepa,actif,,
ABO-00793,MEM-00793,premium,2021-12-11,,69.0,prelevement_sepa,actif,,
ABO-00794,MEM-00794,essentiel,2022-11-03,,49.0,prelevement_sepa,actif,,
ABO-00795,MEM-00795,essentiel,2023-06-11,,49.0,prelevement_sepa,actif,,
ABO-00796,MEM-00796,essentiel,2023-11-06,,49.0,prelevement_sepa,actif,,
ABO-00797,MEM-00797,essentiel,2024-01-21,,49.0,prelevement_sepa,actif,,
ABO-00798,MEM-00798,essentiel,2023-06-27,,49.0,cb,actif,,
ABO-00799,MEM-00799,premium,2023-08-28,,69.0,prelevement_sepa,actif,,
ABO-00800,MEM-00800,essentiel,2024-02-22,,49.0,prelevement_sepa,actif,,
ABO-00801,MEM-00801,essentiel,2022-03-21,,49.0,especes,actif,,
ABO-00802,MEM-00802,premium,2021-01-19,,69.0,prelevement_sepa,actif,,
ABO-00803,MEM-00803,premium,2022-10-11,,69.0,prelevement_sepa,actif,,
ABO-00804,MEM-00804,premium,2025-03-27,,69.0,prelevement_sepa,actif,,
ABO-00805,MEM-00805,essentiel,2025-03-25,,49.0,prelevement_sepa,actif,,
ABO-00806,MEM-00806,essentiel,2026-05-15,,49.0,prelevement_sepa,actif,,
ABO-00807,MEM-00807,essentiel,2022-05-21,,49.0,prelevement_sepa,actif,,
ABO-00808,MEM-00808,essentiel,2023-12-20,,49.0,prelevement_sepa,actif,,
ABO-00809,MEM-00809,essentiel,2024-06-18,,49.0,especes,actif,,
ABO-00810,MEM-00810,premium,2022-05-11,,69.0,prelevement_sepa,actif,,
ABO-00811,MEM-00811,premium,2022-03-15,,69.0,prelevement_sepa,actif,,
ABO-00812,MEM-00812,premium,2023-06-18,,69.0,prelevement_sepa,actif,,
ABO-00813,MEM-00813,essentiel,2023-12-08,,49.0,prelevement_sepa,suspendu_impaye,,
ABO-00814,MEM-00814,essentiel,2022-02-18,,49.0,prelevement_sepa,actif,,
ABO-00815,MEM-00815,premium,2026-02-10,,69.0,especes,actif,,
ABO-00816,MEM-00816,essentiel,2021-01-18,,49.0,prelevement_sepa,actif,,
ABO-00817,MEM-00817,essentiel,2023-09-28,,49.0,prelevement_sepa,actif,,
ABO-00818,MEM-00818,essentiel,2024-02-17,,49.0,prelevement_sepa,actif,,
ABO-00819,MEM-00819,essentiel,2026-05-22,,49.0,prelevement_sepa,actif,,
ABO-00820,MEM-00820,essentiel,2026-01-23,,49.0,cb,actif,,
ABO-00821,MEM-00821,essentiel,2021-02-28,,49.0,prelevement_sepa,suspendu_impaye,,
ABO-00822,MEM-00822,premium,2023-12-11,,69.0,prelevement_sepa,actif,,
ABO-00823,MEM-00823,essentiel,2022-12-26,,49.0,prelevement_sepa,actif,,
ABO-00824,MEM-00824,essentiel,2024-05-28,,49.0,prelevement_sepa,actif,,
ABO-00825,MEM-00825,premium,2023-06-25,,69.0,prelevement_sepa,actif,,
ABO-00826,MEM-00826,essentiel,2022-03-19,,49.0,cb,suspendu_impaye,,
ABO-00827,MEM-00827,premium,2024-01-17,,69.0,cb,actif,,
ABO-00828,MEM-00828,essentiel,2026-01-31,,49.0,prelevement_sepa,actif,,
ABO-00829,MEM-00829,premium,2021-12-07,,69.0,prelevement_sepa,actif,,
ABO-00830,MEM-00830,essentiel,2023-05-05,,49.0,prelevement_sepa,actif,,
ABO-00831,MEM-00831,premium,2021-04-18,,69.0,prelevement_sepa,actif,,
ABO-00832,MEM-00832,premium,2024-02-16,,69.0,especes,actif,,
ABO-00833,MEM-00833,premium,2023-08-01,,69.0,prelevement_sepa,actif,,
ABO-00834,MEM-00834,essentiel,2023-08-26,,49.0,prelevement_sepa,actif,,
ABO-00835,MEM-00835,premium,2021-04-23,,69.0,prelevement_sepa,actif,,
ABO-00836,MEM-00836,essentiel,2024-03-02,,49.0,prelevement_sepa,actif,,
ABO-00837,MEM-00837,essentiel,2022-04-01,,49.0,prelevement_sepa,suspendu_impaye,,
ABO-00838,MEM-00838,essentiel,2021-12-14,,49.0,prelevement_sepa,actif,,
ABO-00839,MEM-00839,essentiel,2022-05-16,,49.0,prelevement_sepa,actif,,
ABO-00840,MEM-00840,essentiel,2024-11-20,,49.0,prelevement_sepa,suspendu_impaye,,
ABO-00841,MEM-00841,essentiel,2021-10-30,,49.0,prelevement_sepa,actif,,
ABO-00842,MEM-00842,essentiel,2021-10-02,,49.0,prelevement_sepa,actif,,
ABO-00843,MEM-00843,premium,2023-06-28,,69.0,prelevement_sepa,actif,,
ABO-00844,MEM-00844,essentiel,2024-09-12,,49.0,prelevement_sepa,actif,,
ABO-00845,MEM-00845,essentiel,2022-10-19,,49.0,prelevement_sepa,actif,,
ABO-00846,MEM-00846,premium,2023-08-11,,69.0,cb,actif,,
ABO-00847,MEM-00847,essentiel,2022-09-08,,49.0,prelevement_sepa,actif,,
ABO-00848,MEM-00848,premium,2022-12-23,,69.0,cb,actif,,
ABO-00849,MEM-00849,essentiel,2025-12-29,,49.0,prelevement_sepa,actif,,
ABO-00850,MEM-00850,premium,2022-01-04,,69.0,prelevement_sepa,actif,,
ABO-00851,MEM-00851,essentiel,2021-07-09,,49.0,prelevement_sepa,actif,,
ABO-00852,MEM-00852,premium,2023-09-29,,69.0,prelevement_sepa,actif,,
ABO-00853,MEM-00853,premium,2025-11-09,,69.0,cb,actif,,
ABO-00854,MEM-00854,premium,2021-01-18,,69.0,prelevement_sepa,actif,,
ABO-00855,MEM-00855,premium,2021-10-08,,69.0,especes,actif,,
ABO-00856,MEM-00856,essentiel,2026-03-23,,49.0,prelevement_sepa,actif,,
ABO-00857,MEM-00857,premium,2021-01-06,,69.0,cb,actif,,
ABO-00858,MEM-00858,essentiel,2025-08-31,,49.0,prelevement_sepa,actif,,
ABO-00859,MEM-00859,essentiel,2025-08-23,,49.0,prelevement_sepa,actif,,
ABO-00860,MEM-00860,premium,2026-01-10,,69.0,prelevement_sepa,actif,,
ABO-00861,MEM-00861,essentiel,2025-10-05,,49.0,prelevement_sepa,actif,,
ABO-00862,MEM-00862,essentiel,2025-10-26,,49.0,cb,actif,,
ABO-00863,MEM-00863,essentiel,2021-08-12,,49.0,prelevement_sepa,actif,,
ABO-00864,MEM-00864,essentiel,2021-01-13,,49.0,prelevement_sepa,actif,,
ABO-00865,MEM-00865,essentiel,2021-03-20,,49.0,prelevement_sepa,actif,,
ABO-00866,MEM-00866,essentiel,2024-10-10,,49.0,prelevement_sepa,actif,,
ABO-00867,MEM-00867,essentiel,2022-08-06,,49.0,especes,actif,,
ABO-00868,MEM-00868,premium,2024-04-28,,69.0,prelevement_sepa,actif,,
ABO-00869,MEM-00869,essentiel,2025-09-03,,49.0,prelevement_sepa,actif,,
ABO-00870,MEM-00870,premium,2021-03-02,,69.0,prelevement_sepa,suspendu_impaye,,
ABO-00871,MEM-00871,premium,2024-08-29,,69.0,prelevement_sepa,actif,,
ABO-00872,MEM-00872,premium,2026-05-20,,69.0,prelevement_sepa,actif,,
ABO-00873,MEM-00873,essentiel,2022-02-22,,49.0,prelevement_sepa,actif,,
ABO-00874,MEM-00874,premium,2021-09-21,,69.0,cb,actif,,
ABO-00875,MEM-00875,premium,2021-05-26,,69.0,prelevement_sepa,actif,,
ABO-00876,MEM-00876,essentiel,2025-09-29,,49.0,prelevement_sepa,actif,,
ABO-00877,MEM-00877,essentiel,2023-06-07,,49.0,cb,actif,,
ABO-00878,MEM-00878,essentiel,2025-02-11,,49.0,prelevement_sepa,actif,,
ABO-00879,MEM-00879,premium,2026-04-05,,69.0,especes,actif,,
ABO-00880,MEM-00880,essentiel,2021-10-30,,49.0,cb,actif,,
ABO-00881,MEM-00881,essentiel,2024-02-09,,49.0,prelevement_sepa,actif,,
ABO-00882,MEM-00882,premium,2025-06-25,,69.0,prelevement_sepa,actif,,
ABO-00883,MEM-00883,premium,2024-11-01,,69.0,prelevement_sepa,actif,,
ABO-00884,MEM-00884,essentiel,2024-09-01,,49.0,prelevement_sepa,actif,,
ABO-00885,MEM-00885,essentiel,2022-05-09,,49.0,prelevement_sepa,actif,,
ABO-00886,MEM-00886,essentiel,2021-03-29,,49.0,cb,actif,,
ABO-00887,MEM-00887,essentiel,2021-03-25,,49.0,prelevement_sepa,actif,,
ABO-00888,MEM-00888,essentiel,2022-11-26,,49.0,prelevement_sepa,actif,,
ABO-00889,MEM-00889,premium,2023-06-06,,69.0,prelevement_sepa,actif,,
ABO-00890,MEM-00890,essentiel,2022-03-19,,49.0,cb,actif,,
ABO-00891,MEM-00891,essentiel,2025-11-13,,49.0,especes,actif,,
ABO-00892,MEM-00892,essentiel,2024-01-10,,49.0,prelevement_sepa,actif,,
ABO-00893,MEM-00893,essentiel,2022-01-03,,49.0,prelevement_sepa,actif,,
ABO-00894,MEM-00894,premium,2023-12-27,,69.0,prelevement_sepa,actif,,
ABO-00895,MEM-00895,essentiel,2021-06-13,,49.0,prelevement_sepa,actif,,
ABO-00896,MEM-00896,premium,2021-05-27,,69.0,prelevement_sepa,actif,,
ABO-00897,MEM-00897,essentiel,2024-01-08,,49.0,especes,actif,,
ABO-00898,MEM-00898,premium,2025-09-26,,69.0,prelevement_sepa,actif,,
ABO-00899,MEM-00899,essentiel,2021-07-19,,49.0,prelevement_sepa,actif,,
ABO-00900,MEM-00900,essentiel,2022-09-29,,49.0,prelevement_sepa,actif,,
ABO-00901,MEM-00901,essentiel,2025-06-14,,49.0,cb,actif,,
ABO-00902,MEM-00902,essentiel,2024-02-01,,49.0,cb,actif,,
ABO-00903,MEM-00903,essentiel,2024-09-10,,49.0,prelevement_sepa,actif,,
ABO-00904,MEM-00904,essentiel,2021-09-16,,49.0,prelevement_sepa,actif,,
ABO-00905,MEM-00905,essentiel,2022-11-17,,49.0,prelevement_sepa,actif,,
ABO-00906,MEM-00906,essentiel,2024-01-12,,49.0,prelevement_sepa,actif,,
ABO-00907,MEM-00907,essentiel,2023-06-11,,49.0,cb,actif,,
ABO-00908,MEM-00908,essentiel,2021-07-09,,49.0,prelevement_sepa,actif,,
ABO-00909,MEM-00909,essentiel,2024-11-19,,49.0,prelevement_sepa,actif,,
ABO-00910,MEM-00910,premium,2025-01-19,,69.0,prelevement_sepa,actif,,
ABO-00911,MEM-00911,premium,2023-07-06,,69.0,prelevement_sepa,actif,,
ABO-00912,MEM-00912,premium,2022-03-03,,69.0,prelevement_sepa,actif,,
ABO-00913,MEM-00913,premium,2025-07-03,,69.0,prelevement_sepa,actif,,
ABO-00914,MEM-00914,essentiel,2023-06-06,,49.0,prelevement_sepa,actif,,
ABO-00915,MEM-00915,essentiel,2021-01-15,,49.0,cb,actif,,
ABO-00916,MEM-00916,essentiel,2023-12-31,,49.0,cb,actif,,
ABO-00917,MEM-00917,essentiel,2023-11-22,,49.0,cb,suspendu_impaye,,
ABO-00918,MEM-00918,essentiel,2023-01-19,,49.0,prelevement_sepa,actif,,
ABO-00919,MEM-00919,premium,2024-07-24,,69.0,prelevement_sepa,actif,,
ABO-00920,MEM-00920,essentiel,2024-01-04,,49.0,prelevement_sepa,actif,,
ABO-00921,MEM-00921,premium,2022-01-02,,69.0,prelevement_sepa,actif,,
ABO-00922,MEM-00922,essentiel,2024-07-27,,49.0,prelevement_sepa,actif,,
ABO-00923,MEM-00923,essentiel,2021-02-16,,49.0,prelevement_sepa,actif,,
ABO-00924,MEM-00924,essentiel,2023-10-08,,49.0,prelevement_sepa,actif,,
ABO-00925,MEM-00925,premium,2025-01-14,,69.0,prelevement_sepa,suspendu_impaye,,
ABO-00926,MEM-00926,essentiel,2023-11-28,,49.0,prelevement_sepa,actif,,
ABO-00927,MEM-00927,essentiel,2023-01-02,,49.0,prelevement_sepa,actif,,
ABO-00928,MEM-00928,premium,2026-01-25,,69.0,prelevement_sepa,actif,,
ABO-00929,MEM-00929,premium,2025-04-16,,69.0,prelevement_sepa,actif,,
ABO-00930,MEM-00930,premium,2021-06-27,,69.0,prelevement_sepa,actif,,
ABO-00931,MEM-00931,premium,2023-10-05,,69.0,prelevement_sepa,actif,,
ABO-00932,MEM-00932,premium,2025-01-11,,69.0,prelevement_sepa,actif,,
ABO-00933,MEM-00933,essentiel,2025-05-27,,49.0,prelevement_sepa,actif,,
ABO-00934,MEM-00934,premium,2024-09-10,,69.0,prelevement_sepa,actif,,
ABO-00935,MEM-00935,essentiel,2024-12-30,,49.0,prelevement_sepa,actif,,
ABO-00936,MEM-00936,essentiel,2021-02-14,,49.0,prelevement_sepa,actif,,
ABO-00937,MEM-00937,premium,2021-01-03,,69.0,prelevement_sepa,actif,,
ABO-00938,MEM-00938,essentiel,2023-04-10,,49.0,prelevement_sepa,actif,,
ABO-00939,MEM-00939,premium,2022-11-10,,69.0,prelevement_sepa,actif,,
ABO-00940,MEM-00940,essentiel,2025-11-28,,49.0,prelevement_sepa,actif,,
ABO-00941,MEM-00941,premium,2023-01-13,,69.0,prelevement_sepa,actif,,
ABO-00942,MEM-00942,premium,2024-09-04,,69.0,prelevement_sepa,actif,,
ABO-00943,MEM-00943,essentiel,2021-12-19,,49.0,prelevement_sepa,actif,,
ABO-00944,MEM-00944,essentiel,2025-10-27,,49.0,prelevement_sepa,actif,,
ABO-00945,MEM-00945,essentiel,2024-10-01,,49.0,prelevement_sepa,actif,,
ABO-00946,MEM-00946,essentiel,2025-04-07,,49.0,prelevement_sepa,actif,,
ABO-00947,MEM-00947,essentiel,2021-03-19,,49.0,especes,actif,,
ABO-00948,MEM-00948,essentiel,2025-08-22,,49.0,prelevement_sepa,actif,,
ABO-00949,MEM-00949,essentiel,2021-03-23,,49.0,prelevement_sepa,actif,,
ABO-00950,MEM-00950,essentiel,2022-03-21,,49.0,cb,actif,,
ABO-00951,MEM-00951,essentiel,2023-07-01,,49.0,prelevement_sepa,actif,,
ABO-00952,MEM-00952,essentiel,2024-10-01,,49.0,prelevement_sepa,actif,,
ABO-00953,MEM-00953,essentiel,2021-05-14,,49.0,prelevement_sepa,actif,,
ABO-00954,MEM-00954,essentiel,2023-03-01,,49.0,prelevement_sepa,actif,,
ABO-00955,MEM-00955,essentiel,2023-10-21,,49.0,prelevement_sepa,actif,,
ABO-00956,MEM-00956,essentiel,2025-03-06,,49.0,prelevement_sepa,actif,,
ABO-00957,MEM-00957,premium,2023-10-02,,69.0,cb,actif,,
ABO-00958,MEM-00958,essentiel,2024-03-16,,49.0,prelevement_sepa,actif,,
ABO-00959,MEM-00959,essentiel,2023-10-13,,49.0,cb,actif,,
ABO-00960,MEM-00960,premium,2024-05-18,,69.0,prelevement_sepa,actif,,
ABO-00961,MEM-00961,essentiel,2026-03-17,,49.0,prelevement_sepa,actif,,
ABO-00962,MEM-00962,essentiel,2022-04-20,,49.0,prelevement_sepa,actif,,
